# Program:featureCounts v1.6.2; Command:"/work/02238/strader/lonestar/subread-1.6.2-source/bin/featureCounts" "-T" "5" "-M" "-O" "-a" "/scratch/02238/strader/Spurp/genome/Strongylocentrotus_purpuratus.Spur_3.1.39_pro.gtf" "-t" "gene" "-g" "gene_id" "-o" "MEDIP_proCounts_10July2018.txt" "BB1_BL__cleaned_Sorted_dupsRemoved.bam" "BB1_G__cleaned_Sorted_dupsRemoved.bam" "BB1_PR__cleaned_Sorted_dupsRemoved.bam" "BB2_BL__cleaned_Sorted_dupsRemoved.bam" "BB2_G__cleaned_Sorted_dupsRemoved.bam" "BB2_PR__cleaned_Sorted_dupsRemoved.bam" "BB3_BL__cleaned_Sorted_dupsRemoved.bam" "BB3_G__cleaned_Sorted_dupsRemoved.bam" "BB3_PR__cleaned_Sorted_dupsRemoved.bam" "BR1_BL__cleaned_Sorted_dupsRemoved.bam" "BR1_G__cleaned_Sorted_dupsRemoved.bam" "BR1_PR__cleaned_Sorted_dupsRemoved.bam" "BR2_BL__cleaned_Sorted_dupsRemoved.bam" "BR2_PR__cleaned_Sorted_dupsRemoved.bam" "BR3_BL__cleaned_Sorted_dupsRemoved.bam" "BR3_G__cleaned_Sorted_dupsRemoved.bam" "BR3_PR__cleaned_Sorted_dupsRemoved.bam" "RB1_BL__cleaned_Sorted_dupsRemoved.bam" "RB1_G__cleaned_Sorted_dupsRemoved.bam" "RB1_PR__cleaned_Sorted_dupsRemoved.bam" "RB2_BL__cleaned_Sorted_dupsRemoved.bam" "RB2_G__cleaned_Sorted_dupsRemoved.bam" "RB2_PR__cleaned_Sorted_dupsRemoved.bam" "RB3_BL__cleaned_Sorted_dupsRemoved.bam" "RB3_G__cleaned_Sorted_dupsRemoved.bam" "RB3_PR__cleaned_Sorted_dupsRemoved.bam" "RR1_BL__cleaned_Sorted_dupsRemoved.bam" "RR1_G__cleaned_Sorted_dupsRemoved.bam" "RR1_PR__cleaned_Sorted_dupsRemoved.bam" "RR2_BL__cleaned_Sorted_dupsRemoved.bam" "RR2_G__cleaned_Sorted_dupsRemoved.bam" "RR2_PR__cleaned_Sorted_dupsRemoved.bam" "RR3_BL__cleaned_Sorted_dupsRemoved.bam" "RR3_G__cleaned_Sorted_dupsRemoved.bam" "RR3_PR__cleaned_Sorted_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	BB1_BL__cleaned_Sorted_dupsRemoved.bam	BB1_G__cleaned_Sorted_dupsRemoved.bam	BB1_PR__cleaned_Sorted_dupsRemoved.bam	BB2_BL__cleaned_Sorted_dupsRemoved.bam	BB2_G__cleaned_Sorted_dupsRemoved.bam	BB2_PR__cleaned_Sorted_dupsRemoved.bam	BB3_BL__cleaned_Sorted_dupsRemoved.bam	BB3_G__cleaned_Sorted_dupsRemoved.bam	BB3_PR__cleaned_Sorted_dupsRemoved.bam	BR1_BL__cleaned_Sorted_dupsRemoved.bam	BR1_G__cleaned_Sorted_dupsRemoved.bam	BR1_PR__cleaned_Sorted_dupsRemoved.bam	BR2_BL__cleaned_Sorted_dupsRemoved.bam	BR2_PR__cleaned_Sorted_dupsRemoved.bam	BR3_BL__cleaned_Sorted_dupsRemoved.bam	BR3_G__cleaned_Sorted_dupsRemoved.bam	BR3_PR__cleaned_Sorted_dupsRemoved.bam	RB1_BL__cleaned_Sorted_dupsRemoved.bam	RB1_G__cleaned_Sorted_dupsRemoved.bam	RB1_PR__cleaned_Sorted_dupsRemoved.bam	RB2_BL__cleaned_Sorted_dupsRemoved.bam	RB2_G__cleaned_Sorted_dupsRemoved.bam	RB2_PR__cleaned_Sorted_dupsRemoved.bam	RB3_BL__cleaned_Sorted_dupsRemoved.bam	RB3_G__cleaned_Sorted_dupsRemoved.bam	RB3_PR__cleaned_Sorted_dupsRemoved.bam	RR1_BL__cleaned_Sorted_dupsRemoved.bam	RR1_G__cleaned_Sorted_dupsRemoved.bam	RR1_PR__cleaned_Sorted_dupsRemoved.bam	RR2_BL__cleaned_Sorted_dupsRemoved.bam	RR2_G__cleaned_Sorted_dupsRemoved.bam	RR2_PR__cleaned_Sorted_dupsRemoved.bam	RR3_BL__cleaned_Sorted_dupsRemoved.bam	RR3_G__cleaned_Sorted_dupsRemoved.bam	RR3_PR__cleaned_Sorted_dupsRemoved.bam
SPU_010429	Scaffold468	817171	818171	+	1001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SPU_021718	Scaffold468	859897	860897	+	1001	31	83	117	75	58	49	65	81	126	88	115	52	79	49	63	111	89	139	97	99	73	22	102	75	126	80	76	81	85	75	30	96	67	66	78
SPU_021719	Scaffold468	866088	867088	-	1001	0	1	2	2	1	0	0	3	1	1	4	0	1	1	1	1	1	1	1	1	1	0	2	0	1	0	1	2	3	0	0	0	0	0	3
SPU_023415	Scaffold468	869859	870859	-	1001	0	1	0	0	0	0	0	3	0	3	2	0	0	0	0	1	0	1	1	0	0	0	2	0	1	0	0	1	2	0	1	0	4	2	2
SPU_020120	Scaffold468	887339	888339	-	1001	2	7	5	1	3	1	2	1	7	5	2	6	3	3	2	6	3	9	2	8	3	0	0	5	4	5	3	4	5	2	1	6	1	2	7
SPU_010773	Scaffold468	900024	901024	-	1001	8	28	24	15	1	8	10	15	16	25	20	7	16	11	13	12	7	36	11	18	22	4	18	8	12	19	13	10	15	17	3	7	17	4	17
SPU_008525	Scaffold468	898449	899449	-	1001	0	7	4	4	1	3	2	3	6	5	6	1	3	1	2	7	0	7	3	1	3	0	0	3	6	3	7	2	3	2	2	3	2	4	7
SPU_013745	Scaffold129	8650	9650	+	1001	30	3	1	1	6	1	3	1	2	2	0	4	1	1	1	1	0	16	0	6	2	0	3	1	3	0	1	2	1	3	1	1	4	0	3
SPU_013746	Scaffold129	9114	10114	+	1001	30	3	1	1	5	1	3	1	2	2	0	4	1	0	1	1	0	16	0	6	1	0	3	1	3	0	1	2	2	3	1	1	1	0	3
SPU_015769	Scaffold129	121841	122841	+	1001	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SPU_002847	Scaffold129	148149	149149	+	1001	0	5	1	1	0	2	0	0	1	3	1	0	1	0	0	0	0	2	2	0	0	0	0	1	2	3	0	0	4	0	0	1	0	2	1
SPU_024741	Scaffold129	150195	151195	+	1001	0	2	6	0	0	1	0	1	4	3	1	0	0	2	0	0	0	3	1	2	3	0	0	2	4	1	3	1	3	0	0	1	0	1	0
SPU_028907	Scaffold129	209647	210647	-	1001	0	3	2	2	0	2	1	1	2	5	1	1	0	5	0	0	0	0	1	0	0	0	0	0	2	0	1	0	1	1	0	1	1	1	1
SPU_017948	Scaffold129	230288	231288	+	1001	20	31	23	21	9	40	6	26	36	23	27	19	34	6	19	26	39	22	16	22	8	4	20	37	24	15	12	11	14	13	16	22	23	14	20
SPU_028417	Scaffold129	231376	232376	+	1001	5	13	17	5	4	1	13	7	7	17	8	4	2	4	2	8	12	22	6	8	9	2	4	7	7	5	5	3	12	9	2	3	12	4	9
SPU_017947	Scaffold129	268685	269685	-	1001	0	2	1	0	0	0	0	0	2	2	2	0	0	1	0	1	0	2	1	0	0	0	0	1	0	1	0	2	1	0	1	0	0	0	0
SPU_024413	Scaffold129	290733	291733	+	1001	1	0	2	1	1	1	4	1	0	4	1	1	0	2	1	0	1	3	0	1	2	0	0	0	2	0	3	0	2	1	1	0	3	0	3
SPU_026273	Scaffold129	373989	374989	-	1001	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SPU_012806	Scaffold129	463098	464098	+	1001	4	18	15	5	4	2	7	11	14	15	10	0	4	10	7	3	2	20	7	7	8	1	5	7	7	4	5	4	7	7	1	6	7	3	5
SPU_006929	Scaffold129	490766	491766	+	1001	0	2	1	0	0	0	0	1	1	1	2	1	3	2	0	0	0	3	0	0	1	0	0	0	0	1	1	0	1	0	0	2	0	1	1
SPU_006930	Scaffold129	503282	504282	+	1001	4	18	13	13	2	2	1	14	22	17	10	4	6	7	4	5	6	15	9	7	6	0	8	13	7	5	7	5	10	8	4	5	8	4	4
SPU_006936	Scaffold129	536431	537431	-	1001	2	1	2	2	0	0	0	0	2	2	2	1	2	1	1	1	2	5	1	0	0	0	0	1	2	2	0	1	2	3	0	0	3	1	0
SPU_006931	Scaffold129	547265	548265	+	1001	2	4	4	1	1	4	4	3	2	4	5	2	6	4	1	4	3	5	3	4	2	3	4	1	7	7	2	2	7	1	1	3	3	3	4
SPU_026311	Scaffold129	638873	639873	-	1001	0	2	1	2	1	1	3	3	2	2	0	0	1	1	0	0	0	5	3	0	3	0	0	2	1	1	2	0	0	0	1	1	1	1	0
SPU_026310	Scaffold129	639637	640637	-	1001	1	3	0	0	2	0	0	0	5	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
SPU_024396	Scaffold129	656192	657192	+	1001	1	0	0	0	0	0	0	1	1	0	2	0	2	3	2	1	1	6	2	0	1	0	0	1	1	1	0	0	3	2	0	1	0	2	1
SPU_008195	Scaffold129	670964	671964	+	1001	3	4	9	3	4	5	2	3	3	9	7	1	3	3	3	1	0	14	4	7	5	1	2	6	4	7	3	0	1	5	2	2	4	5	0
SPU_008196	Scaffold129	715454	716454	+	1001	1	1	3	0	0	1	1	2	1	4	0	0	2	2	0	1	3	5	5	1	5	0	1	0	0	0	5	2	1	1	2	2	1	1	0
SPU_010307	Scaffold129	792851	793851	-	1001	38	85	85	65	48	69	57	67	71	67	91	52	68	53	55	77	71	113	78	91	59	18	101	70	110	81	84	61	66	67	36	57	74	58	60
SPU_010306	Scaffold129	747631	748631	-	1001	2	10	9	6	2	3	3	6	6	7	7	5	3	3	11	10	9	20	5	10	6	1	7	7	13	12	5	9	10	6	0	10	8	6	8
SPU_002571	Scaffold129	801638	802638	-	1001	6	14	27	12	9	15	9	17	18	30	15	11	13	10	6	22	18	32	22	22	13	1	15	18	28	21	14	10	17	15	4	14	25	10	22
SPU_002572	Scaffold129	808208	809208	+	1001	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
SPU_002573	Scaffold129	817229	818229	+	1001	1	1	0	2	0	0	1	1	1	1	1	1	1	2	1	0	0	3	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0
ENSRNA022745490	Scaffold129	822924	823924	-	1001	0	4	3	0	0	0	2	0	3	8	4	0	4	0	2	0	2	3	2	1	2	0	2	0	2	3	0	2	3	0	0	2	4	3	3
SPU_002574	Scaffold129	822707	823707	+	1001	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	2	0	1	0	0	1	1	0	2	0	0	0	1	0	0
SPU_002414	Scaffold129	883688	884688	-	1001	0	0	2	0	0	2	0	1	1	1	2	1	0	0	0	4	0	6	1	1	1	0	0	0	1	3	0	0	3	1	0	1	1	0	0
SPU_007010	Scaffold129	891036	892036	-	1001	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0
SPU_007009	Scaffold129	897867	898867	-	1001	0	2	4	3	1	0	0	0	1	3	3	0	1	1	4	2	2	6	3	4	2	1	0	0	0	0	0	6	0	0	2	0	2	0	3
SPU_012685	Scaffold41	81821	82821	-	1001	13	34	28	27	10	5	24	29	21	48	33	15	39	11	17	29	13	60	23	19	33	8	17	43	31	18	42	25	20	37	10	9	41	20	22
SPU_012684	Scaffold41	99132	100132	-	1001	4	6	3	5	5	9	1	4	11	5	7	4	5	3	1	4	3	12	2	3	5	2	4	3	7	3	2	5	7	5	3	1	8	2	4
SPU_014724	Scaffold41	108550	109550	+	1001	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
SPU_023726	Scaffold41	110559	111559	+	1001	0	4	3	5	1	0	0	2	3	4	0	0	2	9	0	1	0	4	5	1	13	1	1	1	7	0	3	1	7	0	0	6	4	0	6
SPU_014722	Scaffold41	120081	121081	-	1001	1	3	1	1	1	2	0	0	5	0	1	0	0	1	1	1	1	3	0	1	2	0	0	1	0	0	1	1	0	0	0	0	0	2	1
SPU_014721	Scaffold41	125556	126556	-	1001	0	3	3	1	1	1	2	2	1	1	0	0	1	2	0	0	0	0	1	1	0	0	1	2	2	1	0	1	1	2	0	1	2	0	2
SPU_014720	Scaffold41	133158	134158	-	1001	1	1	3	2	2	1	1	5	2	7	4	0	0	2	3	1	0	0	2	2	2	0	1	3	4	0	1	1	1	1	2	2	1	2	0
SPU_021892	Scaffold41	151261	152261	-	1001	2	4	6	2	1	3	3	4	5	5	2	3	7	3	4	5	2	6	5	5	2	1	1	3	7	1	2	3	6	1	1	3	6	4	3
SPU_021891	Scaffold41	154431	155431	-	1001	11	32	22	16	19	19	11	8	19	23	23	10	14	8	21	24	19	20	26	18	11	1	19	17	17	11	14	16	15	17	8	13	11	12	19
SPU_016241	Scaffold41	242777	243777	-	1001	1	8	14	3	0	8	3	9	9	7	10	5	8	6	10	10	9	12	9	4	5	0	2	2	8	3	5	3	7	4	2	5	7	3	5
SPU_009242	Scaffold41	296450	297450	-	1001	0	4	3	1	0	0	2	1	1	5	0	1	4	1	0	3	1	1	1	1	2	0	0	1	0	0	1	2	2	0	0	1	2	3	1
SPU_020931	Scaffold41	318319	319319	+	1001	1	1	0	0	0	1	0	0	3	1	1	0	0	1	0	1	0	2	2	0	1	0	0	0	1	0	0	0	0	0	1	2	1	0	2
SPU_006923	Scaffold41	335282	336282	+	1001	1906	1534	1136	1533	2205	1602	1205	406	1744	379	1315	480	881	504	691	1208	600	1307	1387	885	585	153	1203	823	441	339	1255	701	533	1160	878	526	872	1087	648
SPU_020932	Scaffold41	350661	351661	+	1001	10	19	15	18	9	15	9	9	14	17	15	6	7	5	5	11	10	30	5	18	7	5	18	11	12	13	14	11	9	13	5	6	11	12	12
SPU_020427	Scaffold41	365790	366790	+	1001	0	3	1	0	0	1	3	2	3	4	1	0	2	1	0	0	0	7	0	1	1	0	3	4	1	1	0	0	3	1	0	0	0	1	2
SPU_010157	Scaffold41	370138	371138	+	1001	9	38	50	18	8	18	20	27	31	44	37	19	20	16	12	39	26	48	19	31	24	4	21	20	57	40	32	23	38	24	8	21	23	9	27
SPU_010156	Scaffold41	389560	390560	-	1001	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPU_016260	Scaffold41	432312	433312	-	1001	1	7	9	2	0	0	0	4	7	14	5	1	2	4	5	1	5	10	5	7	11	0	2	6	4	4	9	2	8	4	2	3	8	2	3
SPU_015750	Scaffold41	446556	447556	-	1001	1	3	0	0	2	0	0	0	0	2	1	0	3	1	0	0	0	2	2	0	0	0	0	1	0	1	0	0	2	0	1	0	2	1	0
SPU_008942	Scaffold41	543852	544852	-	1001	60	132	60	64	100	68	58	28	88	45	82	29	44	15	49	90	51	150	60	76	55	17	87	47	73	9	64	50	28	68	44	24	51	54	55
SPU_009381	Scaffold41	569068	570068	+	1001	1	2	5	5	0	1	2	3	1	4	2	0	1	2	2	2	5	2	2	5	1	0	6	6	3	1	2	0	2	4	2	1	4	0	2
SPU_011303	Scaffold41	700301	701301	+	1001	9	22	16	14	3	7	13	17	15	21	21	3	14	8	8	14	7	29	13	12	11	0	3	7	21	9	9	8	13	8	2	8	7	2	6
SPU_004643	Scaffold41	708789	709789	+	1001	15	27	27	22	5	11	21	14	17	33	24	14	9	16	16	13	14	49	21	19	22	6	22	12	17	23	21	16	20	15	3	11	19	7	17
SPU_012881	Scaffold41	753188	754188	+	1001	1	5	3	1	0	3	0	5	2	5	1	0	1	2	1	2	0	8	2	2	2	0	2	3	2	3	4	3	4	3	0	2	7	2	1
SPU_027559	Scaffold41	763778	764778	+	1001	3	11	20	7	0	7	10	17	10	31	10	7	11	6	10	16	10	28	20	14	10	2	21	16	19	21	17	13	23	12	4	13	15	10	11
SPU_025764	Scaffold41	808583	809583	+	1001	0	2	4	1	4	2	0	2	5	3	1	2	2	0	2	2	3	2	6	6	1	1	3	3	2	3	2	4	2	3	0	0	3	2	0
SPU_021729	Scaffold41	830095	831095	+	1001	0	11	4	0	1	4	0	3	0	4	8	6	0	6	1	8	6	0	3	1	3	0	0	5	1	0	1	2	3	0	5	2	0	4	1
SPU_021728	Scaffold41	863683	864683	-	1001	41	67	66	77	32	41	32	14	23	30	36	21	36	32	25	63	30	37	43	57	26	23	32	26	47	15	30	29	25	51	54	26	21	41	31
SPU_000842	Scaffold41	871187	872187	+	1001	13	27	34	32	23	26	18	19	34	37	35	24	26	23	19	25	23	34	33	27	18	9	26	22	31	25	19	22	23	30	13	21	20	17	17
SPU_012955	Scaffold139	5785	6785	+	1001	93	85	52	46	42	48	29	38	44	30	50	36	33	27	26	44	29	121	41	27	30	10	43	33	61	22	52	33	24	41	23	20	43	33	26
SPU_003566	Scaffold139	52506	53506	+	1001	1	1	3	0	0	0	1	0	1	2	1	0	0	1	2	0	0	3	1	1	2	0	0	0	0	1	3	1	3	1	0	1	0	0	0
SPU_007450	Scaffold139	142633	143633	+	1001	0	1	1	1	0	0	1	1	3	1	1	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1
SPU_007451	Scaffold139	179093	180093	-	1001	0	0	0	0	0	0	0	2	1	1	1	1	0	0	1	2	0	3	0	0	0	0	0	0	1	2	0	1	4	1	0	0	0	0	0
SPU_002906	Scaffold139	213358	214358	+	1001	2	5	4	1	0	21	0	0	1	7	3	2	1	3	2	1	7	3	6	3	5	0	1	0	2	2	3	3	3	9	3	2	4	2	1
SPU_002907	Scaffold139	222991	223991	+	1001	2	4	4	3	4	0	0	3	5	2	4	1	4	0	1	2	1	5	2	1	1	0	2	0	3	3	1	1	2	7	0	1	2	4	3
SPU_024970	Scaffold139	237071	238071	+	1001	55	84	54	84	16	39	41	63	53	72	66	38	58	30	26	45	35	51	67	37	47	13	64	45	48	42	54	65	50	60	13	45	49	30	32
SPU_024971	Scaffold139	288932	289932	+	1001	0	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SPU_020411	Scaffold139	374217	375217	-	1001	33	53	50	40	18	32	39	44	44	61	41	27	33	23	33	45	34	58	40	48	50	10	42	47	47	43	31	28	30	44	14	25	38	15	25
SPU_004857	Scaffold139	580070	581070	-	1001	0	3	0	2	1	2	1	3	2	5	2	2	2	1	3	3	0	6	4	4	1	0	5	0	3	0	3	1	2	1	1	4	2	2	1
SPU_004858	Scaffold139	591342	592342	+	1001	4	19	13	8	1	6	9	8	20	8	15	8	6	4	5	7	10	32	7	7	12	2	11	11	14	7	6	8	11	9	4	15	5	5	11
SPU_004856	Scaffold139	608306	609306	-	1001	0	2	3	1	1	0	3	3	2	4	1	1	1	4	2	2	2	1	3	1	3	1	3	0	2	2	1	2	4	1	0	2	2	0	2
SPU_004855	Scaffold139	622448	623448	-	1001	6	11	9	14	4	9	8	10	12	8	8	5	12	1	5	9	4	11	7	7	5	0	8	7	11	3	7	8	5	10	4	9	6	3	3
SPU_012315	Scaffold139	678407	679407	+	1001	1	0	2	1	0	0	1	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	1	0	0
SPU_000652	Scaffold139	689109	690109	+	1001	5	29	21	11	10	21	13	24	19	25	22	17	16	13	15	28	18	30	22	20	15	3	20	21	20	17	24	10	16	24	12	21	16	13	21
SPU_020530	Scaffold139	740483	741483	-	1001	5	10	10	5	2	8	10	15	11	11	10	4	5	4	7	9	4	16	8	3	9	1	7	6	7	5	6	6	6	6	0	4	4	4	12
SPU_016543	Scaffold139	766813	767813	+	1001	0	0	2	0	0	1	1	4	3	1	5	0	4	1	1	0	1	2	1	0	0	0	2	2	1	1	1	0	0	1	0	1	2	0	2
SPU_015716	Scaffold139	792407	793407	-	1001	2	10	10	7	0	0	4	12	9	6	5	3	3	5	1	1	1	9	10	7	6	1	1	3	4	6	2	7	9	4	1	3	0	5	2
SPU_002978	Scaffold139	795115	796115	+	1001	2	2	3	6	4	1	2	5	1	3	3	3	1	1	4	0	1	7	4	1	3	0	2	4	0	1	2	1	1	2	1	0	7	1	1
SPU_002977	Scaffold139	807112	808112	-	1001	1	1	2	1	2	3	2	2	2	1	1	0	0	0	0	0	1	4	2	0	1	0	2	0	0	1	0	0	0	0	0	0	2	1	0
SPU_002283	Scaffold139	824188	825188	-	1001	0	4	3	0	1	0	1	1	1	2	2	0	0	2	0	3	0	1	1	0	1	0	1	0	2	1	0	1	0	2	0	0	2	1	2
SPU_002282	Scaffold139	873599	874599	-	1001	5	3	3	1	13	0	5	5	2	4	1	0	0	1	1	1	0	1	2	5	2	0	2	1	2	1	4	0	5	3	0	4	3	0	6
SPU_002281	Scaffold139	883864	884864	-	1001	3	26	25	6	3	4	5	22	22	32	19	8	12	18	9	10	8	24	15	12	11	4	9	7	18	12	9	16	22	7	1	10	15	6	18
SPU_002280	Scaffold139	893485	894485	-	1001	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0
SPU_000545	Scaffold198	23380	24380	-	1001	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
SPU_004141	Scaffold198	54755	55755	+	1001	1	4	2	0	0	0	2	3	2	5	2	0	2	1	4	4	0	6	1	1	1	1	1	0	3	5	2	1	7	0	1	2	3	2	1
SPU_024895	Scaffold198	61284	62284	+	1001	7	38	35	18	6	9	19	32	24	36	23	14	15	13	15	23	15	42	24	20	23	4	16	30	26	20	16	17	17	19	6	19	18	9	26
SPU_021636	Scaffold198	74535	75535	+	1001	0	3	1	0	0	0	0	3	3	3	2	1	0	0	1	3	2	1	0	1	2	0	2	3	1	0	3	0	2	1	0	1	0	1	1
SPU_004930	Scaffold198	74536	75536	+	1001	0	3	1	0	0	0	0	3	3	3	2	1	0	0	1	3	2	1	0	1	2	0	2	3	1	0	3	0	2	1	0	1	0	1	1
SPU_021637	Scaffold198	88120	89120	+	1001	0	4	2	1	0	0	2	0	1	1	1	1	1	1	1	2	1	2	0	0	0	0	0	1	2	0	1	3	0	1	0	0	1	2	0
SPU_021639	Scaffold198	108421	109421	-	1001	0	8	6	0	3	0	3	8	9	9	2	2	5	3	3	4	2	7	0	2	1	1	2	1	2	1	1	0	1	0	3	1	1	1	2
SPU_021640	Scaffold198	108421	109421	-	1001	0	8	6	0	3	0	3	8	9	9	2	2	5	3	3	4	2	7	0	2	1	1	2	1	2	1	1	0	1	0	3	1	1	1	2
SPU_021638	Scaffold198	109088	110088	+	1001	0	12	5	1	1	0	2	3	7	7	1	1	3	4	1	2	0	2	0	1	1	1	1	3	2	1	1	0	3	1	1	0	2	0	1
SPU_018402	Scaffold198	171765	172765	+	1001	0	3	4	1	0	1	0	3	3	2	0	0	1	1	3	2	2	3	1	6	0	0	0	1	2	2	0	1	0	2	0	0	2	0	1
SPU_018403	Scaffold198	189332	190332	+	1001	0	3	2	0	0	1	2	2	0	5	3	1	0	1	1	1	1	3	0	2	0	0	3	1	0	2	4	1	3	2	1	1	2	1	0
SPU_018405	Scaffold198	209169	210169	+	1001	0	5	7	2	0	5	3	8	2	9	8	1	5	3	1	2	6	8	3	0	6	1	2	1	3	4	2	1	9	2	0	2	2	3	3
SPU_018406	Scaffold198	226440	227440	+	1001	1	4	2	1	0	1	1	5	2	3	1	0	1	2	1	3	1	2	2	0	3	0	0	4	2	1	1	1	2	2	0	0	3	1	2
SPU_018407	Scaffold198	251274	252274	+	1001	0	1	1	0	0	0	0	2	2	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1
SPU_018408	Scaffold198	276793	277793	+	1001	4	2	2	0	0	0	1	0	0	1	1	1	0	0	3	0	1	2	1	0	1	0	0	1	2	1	2	0	1	2	1	0	2	1	0
SPU_027176	Scaffold198	365350	366350	+	1001	0	12	4	3	1	1	5	6	2	17	6	8	7	2	3	8	1	3	12	3	8	0	0	7	5	7	8	6	14	1	3	2	9	5	2
SPU_027177	Scaffold198	389904	390904	-	1001	0	1	2	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPU_016403	Scaffold198	421905	422905	+	1001	2	2	6	1	1	1	3	1	1	3	1	0	1	3	1	2	0	3	2	1	2	0	1	3	0	3	1	0	2	1	1	1	2	0	0
SPU_021694	Scaffold198	513196	514196	+	1001	0	2	1	1	0	1	0	0	0	0	1	0	0	3	0	1	0	1	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1
ENSRNA022742570	Scaffold198	570991	571991	+	1001	2	3	1	0	0	1	0	1	0	3	0	1	0	2	0	1	0	4	0	0	1	0	0	0	2	1	1	0	4	0	1	0	1	3	2
SPU_021693	Scaffold198	628921	629921	-	1001	1	8	12	5	1	2	3	7	15	20	11	5	11	6	3	8	6	7	8	3	7	0	0	3	10	5	6	2	6	6	0	2	11	3	4
SPU_021695	Scaffold198	637189	638189	+	1001	0	1	5	1	5	0	0	0	5	1	0	2	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	2	3	5	0	0	0	0	0
SPU_021696	Scaffold198	663539	664539	+	1001	1	6	7	3	5	5	3	8	7	7	7	6	10	11	7	13	7	6	3	7	4	2	1	4	9	4	7	4	6	4	6	5	1	6	7
SPU_001268	Scaffold198	698345	699345	+	1001	6	20	14	17	1	10	10	14	13	22	9	7	15	4	13	12	12	13	11	12	11	2	7	8	15	7	18	13	9	13	2	9	10	5	8
SPU_021697	Scaffold198	698345	699345	+	1001	6	20	14	17	1	10	10	14	13	22	9	7	15	4	13	12	12	13	11	12	11	2	7	8	15	7	18	13	9	13	2	9	10	5	8
SPU_023186	Scaffold198	762712	763712	+	1001	1	0	0	0	0	0	0	1	1	2	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0
SPU_006167	Scaffold198	775360	776360	+	1001	28	217	94	74	19	9	63	105	112	122	93	78	65	52	21	110	101	214	54	105	127	8	103	71	138	59	72	47	31	114	57	71	75	53	52
SPU_000243	Scaffold198	788645	789645	+	1001	43	36	23	27	22	20	21	15	25	14	18	22	17	17	9	20	13	48	34	24	11	6	26	18	16	22	25	24	16	28	21	25	23	12	12
SPU_000240	Scaffold198	824434	825434	-	1001	0	4	4	1	0	0	0	5	1	2	4	1	1	1	1	2	1	2	1	1	1	1	2	3	3	2	0	4	5	2	1	0	6	1	4
SPU_002933	Scaffold198	844001	845001	-	1001	6	26	26	8	0	11	10	20	21	33	16	11	12	6	14	8	12	27	17	13	11	3	10	14	13	20	16	15	23	15	2	9	15	9	15
ENSRNA022745511	Scaffold198	847269	848269	+	1001	7	24	23	25	13	15	9	12	21	13	15	9	21	9	13	20	19	29	20	14	13	3	24	19	26	11	16	12	15	21	4	23	22	14	16
SPU_002932	Scaffold198	862574	863574	-	1001	1	5	5	2	0	0	2	2	8	5	2	0	2	1	1	0	2	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0
SPU_015465	Scaffold511	74770	75770	+	1001	0	8	8	2	0	3	3	7	5	8	13	4	5	3	9	9	11	12	5	6	4	1	4	3	12	7	5	7	10	2	0	6	8	5	4
